sender,subject,message,content,label
admin@mozilla.org,Receipt for your recent purchase,Your appointment is confirmed for Friday at 10:00 AM.,From: admin@mozilla.org Subject: Receipt for your recent purchase Your appointment is confirmed for Friday at 10:00 AM. Link: https://mozilla.org/profile/3722,0
billing@nrb.org.np,Project status summary,Your OTP is 123456. Do not share it with anyone.,From: billing@nrb.org.np Subject: Project status summary Your OTP is 123456. Do not share it with anyone. Link: https://nrb.org.np/help/3955,0
support@khanacademy.org,Project status summary,Class starts tomorrow. Please bring your notebook.,From: support@khanacademy.org Subject: Project status summary Class starts tomorrow. Please bring your notebook. Link: https://khanacademy.org/profile/3054,0
support@library.example,Password changed successfully,Your delivery is scheduled for tomorrow afternoon.,From: support@library.example Subject: Password changed successfully Your delivery is scheduled for tomorrow afternoon. Link: https://library.example/profile/3127,0
support@paypal-security.example.ru,Refund failed: update card now,Customs fee pending. Pay now to release your parcel,From: support@paypal-security.example.ru Subject: Refund failed: update card now Customs fee pending. Pay now to release your parcel. Click http://paypal-security.example.ru/claim/4061 and submit password OTP PIN card details.,1
support@esewa-bonus-claim.test,Urgent account verification required,Refund failed. Enter card details to receive money,From: support@esewa-bonus-claim.test Subject: Urgent account verification required Refund failed. Enter card details to receive money. Click http://esewa-bonus-claim.test/login/4430 and submit password OTP PIN card details.,1
security@account-verify-now.test,Urgent account verification required,URGENT: your bank account is blocked. Verify login now,From: security@account-verify-now.test Subject: Urgent account verification required URGENT: your bank account is blocked. Verify login now. Click http://account-verify-now.test/login/4587 and submit password OTP PIN card details.,1
admin@github.com,Library book reminder,Your appointment is confirmed for Friday at 10:00 AM.,From: admin@github.com Subject: Library book reminder Your appointment is confirmed for Friday at 10:00 AM. Link: https://github.com/help/3239,0
verify@khalti-refund.test,Urgent account verification required,Refund failed. Enter card details to receive money,From: verify@khalti-refund.test Subject: Urgent account verification required Refund failed. Enter card details to receive money. Click http://khalti-refund.test/claim/4798 and submit password OTP PIN card details.,1
billing@store-receipts.example,Project status summary,The invoice has been received and marked paid.,From: billing@store-receipts.example Subject: Project status summary The invoice has been received and marked paid. Link: https://store-receipts.example/help/3788,0
noreply@hospital.org.np,Receipt for your recent purchase,Your appointment is confirmed for Friday at 10:00 AM.,From: noreply@hospital.org.np Subject: Receipt for your recent purchase Your appointment is confirmed for Friday at 10:00 AM. Link: https://hospital.org.np/profile/3801,0
noreply@library.example,Meeting notes,Your delivery is scheduled for tomorrow afternoon.,From: noreply@library.example Subject: Meeting notes Your delivery is scheduled for tomorrow afternoon. Link: https://library.example/profile/3139,0
support@esewa-bonus-claim.test,Unusual login detected,Security alert. Update password within 24 hours,From: support@esewa-bonus-claim.test Subject: Unusual login detected Security alert. Update password within 24 hours. Click http://esewa-bonus-claim.test/login/4661 and submit password OTP PIN card details.,1
admin@library.example,Appointment reminder,Your appointment is confirmed for Friday at 10:00 AM.,From: admin@library.example Subject: Appointment reminder Your appointment is confirmed for Friday at 10:00 AM. Link: https://library.example/profile/3752,0
reward@192.168.45.12,Prize claim pending,URGENT: your bank account is blocked. Verify login now,From: reward@192.168.45.12 Subject: Prize claim pending URGENT: your bank account is blocked. Verify login now. Click http://192.168.45.12/login/4793 and submit password OTP PIN card details.,1
verify@google-login.example.net,Refund failed: update card now,Refund failed. Enter card details to receive money,From: verify@google-login.example.net Subject: Refund failed: update card now Refund failed. Enter card details to receive money. Click http://google-login.example.net/login/4635 and submit password OTP PIN card details.,1
reward@192.168.45.12,Prize claim pending,"Congratulations, you won a cash prize. Claim reward immediately","From: reward@192.168.45.12 Subject: Prize claim pending Congratulations, you won a cash prize. Claim reward immediately. Click http://192.168.45.12/verify/4872 and submit password OTP PIN card details.",1
support@np-prize-claim.test,Urgent account verification required,URGENT: your bank account is blocked. Verify login now,From: support@np-prize-claim.test Subject: Urgent account verification required URGENT: your bank account is blocked. Verify login now. Click http://np-prize-claim.test/login/4541 and submit password OTP PIN card details.,1
security@account-verify-now.test,Your wallet is blocked,Refund failed. Enter card details to receive money,From: security@account-verify-now.test Subject: Your wallet is blocked Refund failed. Enter card details to receive money. Click http://account-verify-now.test/login/4863 and submit password OTP PIN card details.,1
support@google-login.example.net,Unusual login detected,Security alert. Update password within 24 hours,From: support@google-login.example.net Subject: Unusual login detected Security alert. Update password within 24 hours. Click http://google-login.example.net/claim/4078 and submit password OTP PIN card details.,1
support@city-services.example,Password changed successfully,The invoice has been received and marked paid.,From: support@city-services.example Subject: Password changed successfully The invoice has been received and marked paid. Link: https://city-services.example/profile/3458,0
support@docs.djangoproject.com,Password changed successfully,Thank you for your payment. No further action is required.,From: support@docs.djangoproject.com Subject: Password changed successfully Thank you for your payment. No further action is required. Link: https://docs.djangoproject.com/help/3540,0
security@google-login.example.net,Prize claim pending,Refund failed. Enter card details to receive money,From: security@google-login.example.net Subject: Prize claim pending Refund failed. Enter card details to receive money. Click http://google-login.example.net/claim/4437 and submit password OTP PIN card details.,1
security@wallet-kyc-alert.test,Prize claim pending,KYC expired. Confirm wallet PIN and OTP to continue,From: security@wallet-kyc-alert.test Subject: Prize claim pending KYC expired. Confirm wallet PIN and OTP to continue. Click http://wallet-kyc-alert.test/verify/4543 and submit password OTP PIN card details.,1
billing@city-services.example,Meeting notes,Your delivery is scheduled for tomorrow afternoon.,From: billing@city-services.example Subject: Meeting notes Your delivery is scheduled for tomorrow afternoon. Link: https://city-services.example/profile/3311,0
support@wallet-kyc-alert.test,Urgent account verification required,Security alert. Update password within 24 hours,From: support@wallet-kyc-alert.test Subject: Urgent account verification required Security alert. Update password within 24 hours. Click http://wallet-kyc-alert.test/login/4672 and submit password OTP PIN card details.,1
noreply@khanacademy.org,Monthly statement is available,Thank you for your payment. No further action is required.,From: noreply@khanacademy.org Subject: Monthly statement is available Thank you for your payment. No further action is required. Link: https://khanacademy.org/help/3118,0
reward@wallet-kyc-alert.test,Refund failed: update card now,Refund failed. Enter card details to receive money,From: reward@wallet-kyc-alert.test Subject: Refund failed: update card now Refund failed. Enter card details to receive money. Click http://wallet-kyc-alert.test/claim/4881 and submit password OTP PIN card details.,1
